sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text	paragraph_text
4936730	spread	person	person	https://api.semanticscholar.org/10.1101/2020.05.22.20110155		10.1101/2020.05.22.20110155				9	9	11	11	13	13	Abstract Background COVID-19 is a new coronavirus that has spread from person to person throughout the world .	Abstract Background COVID-19 is a new coronavirus that has spread from person to person throughout the world. Geographical disease surveillance is a powerful tool to monitor the spread of epidemics and pandemic, providing important information on the location of new hot-spots, assisting public health agencies to implement targeted approaches to minimize mortality. Methods County level data from January 22-April 28 was downloaded from USAfacts.org to create heat maps with ArcMapTM for diagnosed COVID-19 cases and mortality. The data was analyzed using spatial and space-time scan statistics and the SaTScanTM software, to detect geographical cluster with high incidence and mortality, adjusting for multiple testing. Analyses were adjusted for age. While the spatial clusters represent counties with unusually high counts of COVID-19 when averaged over the time period January 22-April 20, the space-time clusters allow us to identify groups of counties in which there exists a significant change over time. Results There were several statistically significant COVID-19 clusters for both incidence and mortality. Top clusters with high rates included the areas in and around New York City, New Orleans and Chicago, but there were also several small rural clusters. Top clusters for a recent surge in incidence and mortality included large parts of the Midwest, the Mid-Atlantic Region, and several smaller areas in and around New York and New England. Conclusions Spatial and space-time surveillance of COVID-19 can be useful for public health departments in their efforts to minimize mortality from the disease. It can also be applied to smaller regions with more granular data. Keywords: Clusters, prospective space-time analysis, spatial analysis, COVID-19.
4946416	transmitted	person	person	https://api.semanticscholar.org/10.1101/2020.04.14.20065664		10.1101/2020.04.14.20065664				3	3	5	5	7	7	SARS-CoV-2 can be transmitted from person to person ( 4 - 6 ) , and the population is generally susceptible ( 7 ) .	SARS-CoV-2 can be transmitted from person to person (4-6), and the population is generally susceptible (7). Severe cases of COVID-19 are associated with acute respiratory distress syndrome, acute heart injury, shock and even death (8, 9) . Compared with SARS (Severe Acute Respiratory Syndrome) and MERS (Middle East Respiratory Syndrome), COVID-19 spreads faster but has lower mortality(10-12). By March 31, 2020, the virus has spread to more than 200 countries and regions in the world, with 750,890 confirmed cases and 36,405 deaths(13), resulting in a fatality among known cases as high as 4.8%. On March 11, 2020, the World Health Organization declared COVID -19 as a global pandemic.
4946416	transmitted	person	6	https://api.semanticscholar.org/10.1101/2020.04.14.20065664		10.1101/2020.04.14.20065664				3	3	5	5	11	11	SARS-CoV-2 can be transmitted from person to person ( 4 - 6 ) , and the population is generally susceptible ( 7 ) .	SARS-CoV-2 can be transmitted from person to person (4-6), and the population is generally susceptible (7). Severe cases of COVID-19 are associated with acute respiratory distress syndrome, acute heart injury, shock and even death (8, 9) . Compared with SARS (Severe Acute Respiratory Syndrome) and MERS (Middle East Respiratory Syndrome), COVID-19 spreads faster but has lower mortality(10-12). By March 31, 2020, the virus has spread to more than 200 countries and regions in the world, with 750,890 confirmed cases and 36,405 deaths(13), resulting in a fatality among known cases as high as 4.8%. On March 11, 2020, the World Health Organization declared COVID -19 as a global pandemic.
4956400	spread	poultry	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270155/pdf/	PMC7270155	10.1007/s10198-020-01206-8		32500243		3	3	5	5	7	7	Avian influenza-H5N1 that spread from poultry to human resulted in 400 deaths as of 2008 [ 30 ] .	The world has witnessed many challenging situations throughout history. These challenges were wars sometimes or revolutions that reshaped the socio-politics completely. Yet, another challenge has been contagious diseases. The world had witnessed many epidemics. The plague of the Medieval and its variations and the great influenza of 1918-1920 were the most devastating ones. Yet, the contagious diseases having global effects had forgotten long time ago even if there appeared some recent encounters in the past 20 The differentiating features of COVID-19 or SARS-COV2 from the recent encounters are its geographical dispersion in terms of contagion and its causalities. However, its apparent size and global effects were underestimated at the beginning. It is sound to mention the scope of previous epidemics to differentiate COVID-19. SARS-COV (severe acute respiratory syndrome) had started in China and affected Taiwan, Singapore, USA and Canada. During its influential period, around 8,000 cases were reported and more than 900 people had died with an 11% fatality rate [36] . Avian influenza-H5N1 that spread from poultry to human resulted in 400 deaths as of 2008 [30] . The most recent epidemic of MERS-COV (Middle East respiratory syndrome) mostly affected the Middle East in 2012 with more than 400 deaths. The only out of region case was South Korea, where 150 deaths were reported in 2015. What makes COVID-19 more devastating is its speed of contagion mostly in Europe and the Americas, although it started in the East Asia. By the end of April, number of reported cases and deaths were more than 3 million and 200.000 consecutively around the world [3] . With its 7% fatality rate, this global disease was announced as a pandemic by the WHO on 11th of March 2020.
4975612	transferred	Infectious Disease	Surgical Department	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154216/pdf/	PMC7154216	10.1016/j.surg.2020.03.012		32299626		22	22	25	26	29	30	Consequently , all patients admitted to the surgical department who did not require urgent treatment were discharged ; some unsuspected patients were transferred from the Infectious Disease to the Surgical Department in order to free beds for the COVID emergency ; all scheduled surgery has been suspended .	Consequently, all patients admitted to the surgical department who did not require urgent treatment were discharged; some unsuspected patients were transferred from the Infectious Disease to the Surgical Department in order to free beds for the COVID emergency; all scheduled surgery has been suspended. Therefore, between February 22 and March 1, the operating room was almost paralyzed, and no elective surgery was performed.
4976969	spreads	HIC	LMICs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223872/pdf/	PMC7223872	10.1007/s00134-019-05862-0		31773179		26	26	28	28	30	30	Although global measles deaths have decreased by 80 % from 2000 to 2017 in LMICs following accelerated immunization activities [ 39 ] , vaccine hesitancy readily spreads from HIC to LMICs .	Measles is an exclusively human pathogen which could be eradicated through sufficient vaccination coverage. With secondary attack rates of 75-90% among susceptible subjects [65] , measles outbreaks occur whenever the population's overall immunity is less than 95% [71, 72] , be it nationwide or in small "pockets". The re-emergence of major measles outbreaks in countries in which it had previously been well "controlled" or eliminated (Fig. 1 ) is the most dramatic example of the deleterious impact of vaccine hesitancy on community protection [73] : a substantial proportion of cases reported in the US were intentionally unvaccinated [74] . A mathematical simulation estimated that even a 5% decline in measles vaccine coverage in the US would have substantial public health and economic consequences [75] . Therefore, "every shot matters". Unfortunately, a dramatic increase in measles cases has been reported in the US in 2019, the largest since 1994 and after measles was declared eliminated in 2000 [73] . Although global measles deaths have decreased by 80% from 2000 to 2017 in LMICs following accelerated immunization activities [39] , vaccine hesitancy readily spreads from HIC to LMICs.
4989617	transmitted	S1	S2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129695/pdf/	PMC7129695	10.1016/j.jsb.2006.03.019		16697221		12	12	14	14	16	16	After binding to the host cell receptor , a conformational change is transmitted from S1 to S2 which causes the fusion peptide ( a region of » 20 hydrophobic residues located N-terminal to the Wrst heptad repeat region , HRN in S2 ) to be released from the interior of the molecule and inserted into the target cell bilayer ( Hernandez et al. , 1997 ; Damico et al. , 1998 ) .	Similar to other coronaviruses, the SARS-CoV enters target cells by inducing fusion between the viral and cellular membranes, a process mediated by the viral spike (S) glycoprotein (Spaan et al., 1988; De Groot et al., 1989; Bos et al., 1995; Luo and Weiss, 1998; Gallagher and Buchmeier, 2001; Simmons et al., 2004; Yang et al., 2004a) . The spike protein is a type-1 transmembrane protein. The spike protein is synthesized as a single polypeptide precursor which for several CoV members is cleaved by a cellular endo-protease to generate two non-covalently bound subunits S1 and S2 (Frana et al., 1985; Sturman et al., 1985) . In the case of the SARS-CoV S protein, it is believed that the S polypeptide chain is not cleaved upon release from infected cells but is cleaved during virus entry (Follis et al., 2005; Simmons et al., 2005) . The S1 subunit of the spike protein forms a globular head and is responsible for recognition of the host cell receptor(s) (Taguchi, 1995) , which for the SARS-CoV has been identiWed as angiotensin converting enzyme 2 (ACE2) and CD209L JeVers et al., 2004) . The S2 subunit constitutes the stalk-like region of the spike and functions in membrane fusion. The sequence of the S2 subunit contains a hydrophobic fusion peptide sequence, two characteristic 4-3 hydrophobic (heptad) repeat regions (denoted HRN and HRC herein), a transmembrane domain and cytoplasmic tail. These regions are responsible for membrane anchoring, oligomerization of the S protein into a trimeric state and fusion between viral and cellular membranes (Luo et al., 1999; Bosch et al., 2003 Bosch et al., , 2004 Ingallinella et al., 2004; Liu et al., 2004; Tripet et al., 2004; Zhu et al., 2004; Guillen et al., 2005) . In the current model describing S protein function, S is thought to drive membrane fusion by coupling irreversible protein refolding with membrane juxtaposition. After binding to the host cell receptor, a conformational change is transmitted from S1 to S2 which causes the fusion peptide (a region of »20 hydrophobic residues located N-terminal to the Wrst heptad repeat region, HRN in S2) to be released from the interior of the molecule and inserted into the target cell bilayer (Hernandez et al., 1997; Damico et al., 1998) . This "metastable" fusion intermediate state is then followed by a fur-ther conformational change to a new low energy postfusion state. Conversion to the post-fusion state involves a collapse of the two heptad repeat regions such that they now form a six-helix bundle, where three HRN helices fold into a central parallel triple stranded -helical coiled-coil, and wrapped on the outside of this core is an outer layer of three anti-parallel HRC strands (Epand, 2003; Bosch et al., 2004; Ingallinella et al., 2004; Liu et al., 2004; Tripet et al., 2004; Zhu et al., 2004) . This post-fusion conformation displays the trimer of hairpins organization characteristically seen for other class I viral fusion protein domains such as HIV-1 gp41, inXuenza virus HA, and Ebola virus gp21 proteins (Bullough et al., 1994; Chan et al., 1997; Weissenhorn et al., 1997 Weissenhorn et al., , 1998 Chen et al., 1999; Malashkevich et al., 1999) . The structures of the S2 ectodomain in the six-helix conformation for both SARS-CoV and murine coronavirus MHV (a related CoV strain) have recently been reported Supekar et al., 2004; . The refolding of the HR regions into the six-helix bundle structure places the fusion peptide and the transmembrane domain in close proximity, thereby facilitating membrane pore formation and delivery of the nucleocapsid into the cell (Eckert and Kim, 2001; Epand, 2003) .
5027484	traveling	nasal cavity	trachea	https://api.semanticscholar.org/v1/paper/1b94ee20e6cd598f5c44c1ad5b5ec0cad116e2a3						20	20	22	23	25	25	In order to minimize the risk of inflammation due to ethanol vapor ( while the ethanol concentration is lowered after traveling from nasal cavity to trachea ) , we have to limit the depth of breath .	It will be better restrict our breathing to shallower breaths, in order to reduce alcohol condensation in the trachea, where the important cilia-cells cover the surface and work for the mucous escalator as the self-clearing mechanism of the airways. The mucous thickness in trachea is only 10 [6] , and it takes only 0.01 sec for ethanol to reach the epithelium layer as shown in Table- 2. In order to minimize the risk of inflammation due to ethanol vapor (while the ethanol concentration is lowered after traveling from nasal cavity to trachea), we have to limit the depth of breath. Figure 2 shows an example of controlled inhalation cycle. This is determined by the following factors.
5045496	transfer	acetyl-CoA	group	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223763/pdf/	PMC7223763	10.1007/s11011-020-00553-y		32172520		3	3	9	9	14	14	HATs catalyze the transfer of an acetyl group from acetyl-CoA to an amino acid group of the target lysine residues in the histone tails , which makes chromatin less compact and aids accessibility to the transcriptional machinery ( Alhamwe et al. 2018 ) .	Epigenetics can be referred to as heritable changes of gene expression that are not caused by alterations in the primary nucleotide gene sequence (Wise and Charchar 2016) . Epigenetic modifications are biochemical changes of the chromatin, in other words, DNA or histones, that are functionally relevant, but do not affect the nucleotide sequence of the genome (Potaczek et al. 2017) . Generally, epigenetic modifications largely depend on general concept of what many scientists called writers, erasers and readers with their variability influencing the transition between heterochromatin and euchromatin. DNA methylation is one of the first identified and, at the same time, one of the most widely studied epigenetic modifications in humans. It occurs by covalent methylation of a cytosine within the CpG dinucleotides. Methylation at the fifth position of cytosine (5 mC) in DNA is a wellestablished epigenetic mark. It is distributed across the genome generally at CpG dinucleotides, which can occur in clusters known as CpG islands (Alashkar et al. 2019) . The major role of DNA methylation in mammals is to repress gene expression by recruiting different silencing protein complexes, such as histone deacetylases (HDACs), which in turn can block the transcription machinery (Alashkar et al. 2019) . Histone acetylation status is regulated by two groups of enzymes exerting opposite effects, histone acetyltransferases (HATs) and histone deacetylases (HDACs). HATs catalyze the transfer of an acetyl group from acetyl-CoA to an amino acid group of the target lysine residues in the histone tails, which makes chromatin less compact and aids accessibility to the transcriptional machinery (Alhamwe et al. 2018 ). It has been proposed that the post-transcriptional regulation of gene expression facilitated by miRNAs plays an important role in the fine-tuning of transcriptional programs in the context of bigger regulatory networks and in buffering fluctuations in gene expression resulting from random internal cellular modulation and/or environmental influences (Potaczek et al. 2017 ). Presently, no study has been done on the epigenetics of Type II interferon gamma in respect to rabies virus infection in mice brain. Consequently, this study investigated the epigenetic modifications associated with IFNG in Challenge virus standard (CVS) strain and Nigerian street rabies virus (SRV) infected mice. Our findings suggest that epigenetic modification via DNA methylation and histone acetylation may have played a role in the expression of type II interferon gamma in Rabies Virus infection.
5061311	transmitted	palm civets	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7230578/pdf/	PMC7230578	10.3390/jcm9041225		32344679		5	5	7	8	10	10	For example , SARS-CoV was transmitted from palm civets to humans , and MERS-CoV from dromedary camels to humans .	The origins of more than 75% of coronavirus infections are considered zoonotic, i.e., animals are the main source of the outbreaks. For example, SARS-CoV was transmitted from palm civets to humans, and MERS-CoV from dromedary camels to humans. Bats are currently considered a reservoir for all human coronaviruses, as mentioned above [5, 71] . Many coronaviruses are circulating in animals but have not yet infected humans. The type of animal that SARS-CoV-2 originated from is still unclear. At the beginning of the outbreak in Wuhan, China, many patients were linked to the Huanan Seafood Wholesale Market, suggesting animal-to-person spread. After retrospectively studying case reports, the number of patients that did not have exposure to animal markets has risen, indicating person-to-person spread was also occurring at that time [66] . SARS-CoV-2 is closely related to bat coronaviruses and SARS-CoV [8] . A group of researchers reported early in the outbreak that the novel SARS-CoV-2 has the highest similarity of codon usage bias with snakes [72, 73] ; however, this method to determine initial host origins is dubious. Interestingly, researchers also reported one amino acid difference in the receptor-binding domain of the S protein of Pangolin-CoV compared to that of SARS-CoV-2, suggesting that pangolins might play a role as an intermediate host (Xiao et al., data currently under review). Another group of researchers reported that the virus originated from bats based on the genome sequence of SARS-CoV-2, which is 96% identical to bat coronavirus RaTG13. There were speculations that SARS-CoV-2 is a laboratory-engineered CoV and leaked directly from a laboratory in Wuhan where a bat CoV (RaTG13) was recently reported. However, there is no evidence to support this allegation [74] . Recently, a group of researchers found that SARS-CoV-2 replicates poorly in dogs, pigs, chickens, and ducks but efficiently in ferrets and cats [75] . Scientists are still trying to find the main source of the disease outbreak and identify the definitive intermediate hosts.
5065970	spread	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7230578/pdf/	PMC7230578	10.3390/jcm9041225		32344679		16	16	20	20	24	24	Both established ( SARS-CoV , MERS-CoV ) and novel ( SARS-CoV-2 ) coronaviruses were reported to spread from an infected person to a non-infected person through direct or indirect contact .	Both established (SARS-CoV, MERS-CoV) and novel (SARS-CoV-2) coronaviruses were reported to spread from an infected person to a non-infected person through direct or indirect contact. SARS-CoV-2 infection was reported to be transmitted directly from person to person like most respiratory viruses via close contact with an infected person or through respiratory droplets (aerosol) produced when an infected person coughs or sneezes. These droplets can be inhaled to reach the lung. The virus can be indirectly transmitted via touching a surface or an object that was previously contaminated with the virus and then touching the face, eyes, or mouth [76] and possibly via the fecal-oral route [77, 78] . Asymptomatic carriers (during the incubation period of the virus) and patients after recovery from the acute form of the disease are also considered a potential source of virus transmission to healthy persons [10, 12] . Interestingly, human coronaviruses are able to survive on steel, metal, wood, aluminum, paper, glass, plastic, ceramic, disposable gowns, and surgical gloves for 2-9 days. High temperature (≥30 °C) can reduce the persistence period, while low temperature (4 °C) increases the persistence time up to 28 days [79] . Transmission of the virus vertically from mother to fetus or via breast milk has not been confirmed yet [80] . The transmission cycle of coronavirus among animals and humans is shown in Figure 3 . 
5066923	transmit	respiratory tract	CNS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250753/pdf/	PMC7250753	10.1016/j.jocn.2020.05.056		32505431		17	17	20	21	24	24	Although human coronaviruses primarily target the human respiratory system , they also have neuroinvasive capabilities and can transmit from the respiratory tract to the CNS [ 10 ] .	On the other hand, CoV infection might involve in both the PNS and CNS directly. Although human coronaviruses primarily target the human respiratory system, they also have neuroinvasive capabilities and can transmit from the respiratory tract to the CNS [10] . CoV causes neuronal death following the penetrance to the CNS [11] , which is previously confirmed by rodent models [5] . It has been suggested that CoV not only possess neurotropic characteristics but also they tend to persist in the CNS despite being treated or remained asymptomatic. Accordingly, in a rodent model, RNAof HCoV-OC43 have been isolated in the CNS of infected mice in the first year of the treatment [12] . In a postmortem analysis, human coronavirus RNA was presented in 48% of a donor group consisted of individuals with neurological disorders and healthy subjects [7] . Furthermore, unlike other CoV species, SARS-CoV-2 is thought to infiltrate to subcortical structures including nuclei which operate as respiratory control centres in the pons and medulla, leading to severe respiratory distress [13] . These findings suggest that a human respiratory pathogen which may directly infect and be latent in the human CNS might involve in severe and irreversible nervous and respiratory system pathologies.
5066923	transmit	respiratory tract	10	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250753/pdf/	PMC7250753	10.1016/j.jocn.2020.05.056		32505431		17	17	20	21	26	26	Although human coronaviruses primarily target the human respiratory system , they also have neuroinvasive capabilities and can transmit from the respiratory tract to the CNS [ 10 ] .	On the other hand, CoV infection might involve in both the PNS and CNS directly. Although human coronaviruses primarily target the human respiratory system, they also have neuroinvasive capabilities and can transmit from the respiratory tract to the CNS [10] . CoV causes neuronal death following the penetrance to the CNS [11] , which is previously confirmed by rodent models [5] . It has been suggested that CoV not only possess neurotropic characteristics but also they tend to persist in the CNS despite being treated or remained asymptomatic. Accordingly, in a rodent model, RNAof HCoV-OC43 have been isolated in the CNS of infected mice in the first year of the treatment [12] . In a postmortem analysis, human coronavirus RNA was presented in 48% of a donor group consisted of individuals with neurological disorders and healthy subjects [7] . Furthermore, unlike other CoV species, SARS-CoV-2 is thought to infiltrate to subcortical structures including nuclei which operate as respiratory control centres in the pons and medulla, leading to severe respiratory distress [13] . These findings suggest that a human respiratory pathogen which may directly infect and be latent in the human CNS might involve in severe and irreversible nervous and respiratory system pathologies.
5082780	transferring	hospital	one	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154569/pdf/	PMC7154569	10.1007/s10151-020-02209-6		32291566		8	8	15	15	20	20	According to these stratifications , the possibility of transferring a patient from a COVID-19 emergency hospital to a low emergency one , to guarantee the same high standard of surgical care , should be considered .	Our recommendations are tailored and based on the impact of the disease on the regional health organizations and according to the emergency level of every single hospital (Table 1 ). According to these stratifications, the possibility of transferring a patient from a COVID-19 emergency hospital to a low emergency one, to guarantee the same high standard of surgical care, should be considered.
5093525	passed	palm civets	humans	https://api.semanticscholar.org/10.1128/jvi.00442-08		10.1128/jvi.00442-08		18448527		18	18	20	21	23	23	It is believed that a novel coronavirus , severe acute respiratory syndrome coronavirus ( SARS-CoV ) , was passed from palm civets to humans and caused the epidemic of SARS in 2002 to 2003 .	It is believed that a novel coronavirus, severe acute respiratory syndrome coronavirus (SARS-CoV), was passed from palm civets to humans and caused the epidemic of SARS in 2002 to 2003. The major species barriers between humans and civets for SARS-CoV infections are the specific interactions between a defined receptor-binding domain (RBD) on a viral spike protein and its host receptor, angiotensin-converting enzyme 2 (ACE2). In this study a chimeric ACE2 bearing the critical N-terminal helix from civet and the remaining peptidase domain from human was constructed, and it was shown that this construct has the same receptor activity as civet ACE2. In addition, crystal structures of the chimeric ACE2 complexed with RBDs from various human and civet SARS-CoV strains were determined. These structures, combined with a previously determined structure of human ACE2 complexed with the RBD from a human SARS-CoV strain, have revealed a structural basis for understanding the major species barriers between humans and civets for SARS-CoV infections. They show that the major species barriers are determined by interactions between four ACE2 residues (residues 31, 35, 38, and 353) and two RBD residues (residues 479 and 487), that early civet SARS-CoV isolates were prevented from infecting human cells due to imbalanced salt bridges at the hydrophobic virus/receptor interface, and that SARS-CoV has evolved to gain sustained infectivity for human cells by eliminating unfavorable free charges at the interface through stepwise mutations at positions 479 and 487. These results enhance our understanding of host adaptations and cross-species infections of SARS-CoV and other emerging animal viruses.
5124528	pass	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091342/pdf/	PMC7091342	10.1007/bf02723614		12841401		23	23	26	26	28	28	Presumably , this virus originated in animals and mutated or recombined in a fashion that permitted it to infect , cause disease and pass on from person to person .	The coronavirus implicated in SARS (SARS associated coronavirus) has got only 50-60% homology in nucleotide component to the known human coronaviruses. 2 As expected with a point source epidemic, several nucleotide sequences of the viruses isolated from patients from different regions are identical. ~3 The apparent lack of antibody in all serum specimens except for those from patients with SAILS suggests that this virus has not circulated previously. Presumably, this virus originated in animals and mutated or recombined in a fashion that permitted it to infect, cause disease and pass on from person to person. 2 The name suggested for this new coronavirus is urbani SARS associated coronavirus in memory of Dr Carlo Urbani, the 40 year old WHO physician and infectious disease specialist whose work defined SARS, who died on March 29 of SARS. 2 Metapneumovirus was isolated in 5 patients in one study, s but further studies did not reveal the same.
5145015	transmitted	France	Southern England	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7201891/pdf/	PMC7201891	10.1111/j.1600-0668.2009.00618.x		19840144		5	5	7	7	9	10	In 1981 , foot-and-mouth virus transmitted from France to Southern England , leading to the outbreak of this disease ( Donaldson et al. , 1982 ) .	Many studies have demonstrated that some airborne pathogens can spread to distant area through open air, including severe acute respiratory syndrome-associated coronavirus (Yu et al., 2004) and anthrax (Meselson et al., 1994) . In April and May 1979, an unusual anthrax epidemic occurred in Sverdlovsk, Union of Soviet Socialist Republics. The escape of an aerosol of anthrax pathogen at the military facility caused the outbreak (Meselson et al., 1994) . In 1981, foot-and-mouth virus transmitted from France to Southern England, leading to the outbreak of this disease (Donaldson et al., 1982) .
5154153	transferred	hospital	ICU	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3033076/pdf/	PMC3033076	10.3201/eid0910.030525		14609453		11	11	17	17	14	14	On March 23 , 2003 , a 74-year-old immunocompromised man was transferred to our ICU from a hospital where the original cluster of Toronto 's SARS cases occurred ( 2 ) .	On March 23, 2003, a 74-year-old immunocompromised man was transferred to our ICU from a hospital where the original cluster of Toronto's SARS cases occurred (2) . The patient originally had signs and symptoms consistent with a presumptive diagnosis of community-acquired pneumonia. Before transfer, SARS was excluded from the differential diagnosis because the patient had not traveled, had never left the emergency department of the referring hospital, and had only had a single recent outpatient visit to an area of the original hospital in which SARS had not been identified. Upon arrival in our ICU, the patient was placed in precautions for methicillin-resistant Staphylococcus aureus (MRSA) pending admission screening results (6) . Therapy with broad-spectrum antimicrobial drugs was initiated. Humidified high-flow oxygen was administered for the first 5 h, noninvasive positive pressure ventilation by oronasal mask for the next 18.25 h, and invasive mechanical ventilation for the subsequent time (7.5 h). Endotracheal intubation required fiber-optic placement. That the extent of the outbreak at the referring institution was larger than originally appreciated became apparent at this time; therefore, the patient was transferred to another facility for placement in negative pressure isolation for possible exposure to SARS. Subsequently, his family members became ill, and the SARS-associated coronavirus was identified in the patient's respiratory secretions (polymerase chain reaction testing of bronchoalveolar lavage confirmed the diagnosis of SARS).
5157617	spread	East	sex	https://api.semanticscholar.org/10.1101/2020.05.11.20098673		10.1101/2020.05.11.20098673				3	3	6	6	12	12	As the coronavirus spread from the East to the West , male sex remained a consistent risk factor .	To successfully mitigate the extraordinary devastation caused by the Coronavirus disease 2019 (COVID-19) pandemic, it is crucial to identify important risk factors for this disease. One such neglected health determinant is the sex of the patient. This is an essential clinical characteristic, as it can factor into a patient's clinical management and preventative measures. Some clinical studies have shown disparities in the proportion between males and females that have more severe clinical outcomes or, subsequently, die from this disease. However, this association has not been unequivocally established. Thus, the purpose of this investigation was to examine the association between male sex and COVID-19 severity. We systematically reviewed the literature, identified non-randomized studies that matched predetermined selection criteria, and performed a meta-analysis to evaluate the proportion of males among four disease severity categories. Appropriate assessment strategies were implemented to assess and minimize potential biases. The results of this meta-analysis indicated that males constituted a significantly higher proportion of those who had adverse clinical outcomes and died from COVID-19. As the coronavirus spread from the East to the West, male sex remained a consistent risk factor. Our results support the establishment of the male sex as an important risk factor for this disease. Early identification and appropriate medical care for males with lab-confirmed COVID-19 may substantially change the course of clinical prognosis, resulting in greater numbers of lives saved.
5211483	transmitted	natural host	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4855236/pdf/	PMC4855236	10.1038/srep25049		27142087		40	40	43	44	46	46	Our analyses show : 1 ) 28 potential recombinant sequences were detected and they can be classified into seven potential recombinant types ; 2 ) The spike ( S ) protein of MERS-CoV was under strong positive selection when MERS-CoV transmitted from their natural host to human ; 3 ) Six out of nine positive selection sites detected in spike ( S ) protein are located in its receptor-binding domain which is in direct contact with host cells ; 4 ) MERS-CoV frequently transmitted back and forth between human and camel after it had acquired the human-camel infection capability .	Middle East respiratory syndrome coronavirus (MERS-CoV) belongs to beta group of coronavirus and was first discovered in 2012. MERS-CoV can infect multiple host species and cause severe diseases in human. We conducted a series of phylogenetic and bioinformatic analyses to study the evolution dynamics of MERS-CoV among different host species with genomic data. Our analyses show: 1) 28 potential recombinant sequences were detected and they can be classified into seven potential recombinant types; 2) The spike (S) protein of MERS-CoV was under strong positive selection when MERS-CoV transmitted from their natural host to human; 3) Six out of nine positive selection sites detected in spike (S) protein are located in its receptor-binding domain which is in direct contact with host cells; 4) MERS-CoV frequently transmitted back and forth between human and camel after it had acquired the human-camel infection capability. Together, these results suggest that potential recombination events might have happened frequently during MERS-CoV’s evolutionary history and the positive selection sites in MERS-CoV’s S protein might enable it to infect human.
5225544	spread	citizen	another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7089482/pdf/	PMC7089482	10.1007/s11227-015-1474-0		32214655		21	21	24	24	26	26	One of the most vital challenges for any government healthcare agency is to protect its citizens from disease outbreak which can spread from one citizen to another through air or other common mediums [ 1 ] .	Healthcare is a very substantial issue to be managed effectively for any nation's development. One of the most vital challenges for any government healthcare agency is to protect its citizens from disease outbreak which can spread from one citizen to another through air or other common mediums [1] . Viruses affect humans in large numbers as these are microorganisms that can propagate very easily. Corona virus is one of the common viruses which can cause multiple diseases in humans as well as animals. In 2015, its outbreak in South Korea has caused more than ten deaths, and thousands of citizens got infected [2] . MERS-CoV infected person is having primary symptoms such as respiratory diseases with fever, cough, shortness of breath (SoB), and diarrhea. Some of the secondary symptoms of MERS-CoV infection are acute renal failure, multiorgan failure, acute respiratory distress syndrome (ARDS), and consumptive coagulopathy [3] . The MERS-CoV source is not yet confirmed; however, many studies suggested that this is an animal virus. Reports have confirmed the transmission of the virus from human to human, but proper intermediate hosts for its transmission are still unknown which further increases its risk [4] . MERS-CoV is a novel corona virus that was first identified in the residents of Middle East countries in late 2012 with a death rate of more than fifty percent in infected citizens. As the studies suggested, MERS-CoV spreads using common mode of contacts from one individual to another [3] . MERS-CoV is declared as a public health threat; therefore, the government's healthcare agencies are committed to provide affordable medical facilities and suggestions to the infected citizens. One of the most important steps to cure MERS-CoV is to stop its infection rate and transmission process by early identification of infected patients as well as providing precautionary measures to uninfected citizens. Identified infected patients should be quarantined as early as possible so that they do not contribute further in the infection spreading. The healthcare sector and the government agencies are adopting cloud computing with data mining approaches to control different infectious diseases [5] . Cloud computing can offer benefits such as improvement in quality of medical services, increased risk responsiveness, collaborating mobile apps, large storage space, and reduced capital investment.
5228521	spread	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7205478/pdf/	PMC7205478	10.1007/s00259-020-04851-6		32383092		3	3	5	5	7	7	The virus can spread from person to person very quickly through respiratory droplets , which is the major reason causing the global pandemic .	The global pandemic of novel coronavirus disease 2019 (COVID-19) has affected the way we practice nuclear medicine [1] . The virus can spread from person to person very quickly through respiratory droplets, which is the major reason causing the global pandemic. Thus, it is very important for nuclear medicine service to take prudent measures when dealing with aerosol-generating procedures, such as request for ventilation/perfusion (V/Q) scan to diagnose pulmonary embolism (PE). The patients referred to nuclear medicine service for PE diagnosis usually had symptoms of dyspnea on exertion and elevated D-dimer levels, which were commonly seen in both PE and COVID-19 infection [2] . Meanwhile, there are increased evidence of association of PE in patients with COVID-19 infection, and failure to diagnose PE will worsen the prognosis [3, 4] .
